Title;Description;Breitengrad;Längengrad;City;01-Datei;Persiode
Italia, Portofino, Ortsteilansicht;Blick über einige Dächer von Portofino;44.3036653;9.2093446;Portofino;lcmt-nabi-pctmp_ead_wehr_17234-B_pctmp.jpg;1910
Italia, Portofino, Landschaft;Halbinsel von Portofino;44.3036653;9.2093446;Portofino;lcmt-nabi-pctmp_ead_wehr_17235-B_pctmp.jpg;1910
Italia, Portofino, Landschaft;Halbinsel von Portofino;44.3036653;9.2093446;Portofino;lcmt-nabi-pctmp_ead_wehr_17236-B_pctmp.jpg;1910
Italia, Rapallo, Monastero di Valle Christi, Teilansicht;Ansicht der Ruine des Monastero di Valle Christi in Rapallo;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17237-B_pctmp.jpg;1910
Italia, Rapallo, Monastero di Valle Christi, Teilansicht;Ansicht der bewachsenen Ruine des Monastero di Valle Christi in Rapallo;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17238-B_pctmp.jpg;1910
Italia, Rapallo, Monastero di Valle Christi, Teilansicht;Ansicht der bewachsenen Ruine des Monastero di Valle Christi in Rapallo;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17239-B_pctmp.jpg;1910
Altdorf, Telldenkmal, Teilansicht;Das Telldenkmal in Altdorf;48.5229995;7.5271687;Altdorf;lcmt-nabi-pctmp_ead_wehr_1724-B_pctmp.jpg;1906
Italia, Zoagli, Ortsteilansicht;Blick von einer Anhöhe auf Zoagli;44.3367625;9.2669559;Zoagli;lcmt-nabi-pctmp_ead_wehr_17241-B_pctmp.jpg;1910
Italia, Rapallo, Kirche, Teilaussenansicht;Kirche an einem Weg bei Rapallo;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17242-B_pctmp.jpg;1910
Italia, Bordighera, Landschaft;Landschaftsaufnahme in Bordighera;43.7850512;7.6591094;Bordighera;lcmt-nabi-pctmp_ead_wehr_17243-B_pctmp.jpg;1910
Italia, Sanremo, Landschaft;Landschaftsaufnahme mit Palmen in Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17244-B_pctmp.jpg;1910
Italia, Rapallo, Landschaft;Blick entlang eines Weges in der Nähe von Rapallo, am Wegesrand sitzt ein Mann auf aufgetürmten Steinbrocken;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17245-B_pctmp.jpg;1910
Italia, Rapallo, Landschaft;Blick entlang eines Weges bei Rapallo, auf dem ein Mann entlang läuft und an dem Zypressen und Olivenbäume wachsen;44.3511473;9.229671;Rapallo;lcmt-nabi-pctmp_ead_wehr_17246-B_pctmp.jpg;1910
Italia, Sanremo, Ortsgesamtansicht;Blick von Osten her auf Sanremo;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17247-B_pctmp.jpg;1910
Italia, Sanremo, Landschaft;Aufnahme von Agaven in der Nähe von Samremo, im Hintergrund kann man die Stadt erkennen;43.8198253;7.7748827;Sanremo;lcmt-nabi-pctmp_ead_wehr_17248-B_pctmp.jpg;1910
Italia, Riviera di Levante, Landschaft;Pinienwald an der Riviera di Levante;43.6144477;13.1590311;Riviera di Levante;lcmt-nabi-pctmp_ead_wehr_17249-B_pctmp.jpg;1910
Weggis, Ortsgesamtansicht;Blick vom Bürgenstock (Hammetschwand, früher: Hametschwand), auf Weggis, die Rigi und den Vierwaldstättersee;47.0322545;8.4346408;Weggis;lcmt-nabi-pctmp_ead_wehr_1725-B_pctmp.jpg;1906
Italia, Landschaft [Lokalisierung unsicher];Olivenhain;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_17251-B_pctmp.jpg;1910-03
Italia, Ortsteilansicht [Lokalisierung unsicher];Blick entlang einer alten Strasse mit hohen Häuserfronten zu beiden Seiten;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_17252-B_pctmp.jpg;circa 1910
Italia, Landschaft [Lokalisierung unsicher];Blick hinaus auf das tosende Meer;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_17253-B_pctmp.jpg;circa 1910
Italia, Genova, Villa Di Negro Rosazza, Teilaussenansicht;Blick auf die Villa Di Negro Rosazza, auf dem Platz davor sind ein Pferdefuhrwerk und einige Fussgänger zu sehen;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17254-B_pctmp.jpg;circa 1910
Italia, Genova, Villa Di Negro Rosazza, Teilaussenansicht;Villa Di Negro Rosazza in Genova, im Vordergrund ein Pferdefuhrwerk;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17255-B_pctmp.jpg;1910
Italia, Landschaft [Lokalisierung unsicher];Blick hinaus aufs Meer, auf dem ein Ruderboot fährt, das mit zwei Leuten bemannt ist;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_17256-B_pctmp.jpg;circa 1910
Italia, Landschaft [Lokalisierung unsicher];Blick hinaus aufs Meer;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_17257-B_pctmp.jpg;circa 1910
Italia, Landschaft [Lokalisierung unsicher];Blick hinaus auf das tosende Meer;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_17258-B_pctmp.jpg;circa 1910
Italia, Genova, Ortsteilansicht;Blick auf eine Segelschiff im Hafen von Genua;44.40726;8.9338624;Genova;lcmt-nabi-pctmp_ead_wehr_17259-B_pctmp.jpg;1910
Buochs, Ortsgesamtansicht;Panorama mit Blick üder den Vierwaldstättersee nach Buochs mit Buochserhorn;46.9739978;8.4205883;Buochs;lcmt-nabi-pctmp_ead_wehr_1726-B_pctmp.jpg;1906
Genève, Phare des Pâquis, Gesamtaussenansicht;Blick auf den Leuchtturm von Les Pâquis und den Genfersee, im See schwimmt ein Segelschiff, auf dem Steg stehen Leute und von umliegenden Felsbrocken wird geangelt;46.2017559;6.1466014;Genève;lcmt-nabi-pctmp_ead_wehr_17279-B_pctmp.jpg;1910-10
France, Montenvers, Panorama;Blick von Montenvers auf die Zahnradbahn Chemin de fer du Montenvers und den Grande Aiguille du Dru;45.9321814;6.9167218;Montenvers;lcmt-nabi-pctmp_ead_wehr_17291-B_pctmp.jpg;circa 1910
France, Montenvers, Panorama;Blick von Montenvers auf das Mer de Glace und die Zahnradbahn Chemin de fer du Montenvers;45.9321814;6.9167218;Montenvers;lcmt-nabi-pctmp_ead_wehr_17292-B_pctmp.jpg;circa 1910
France, Montenvers, Panorama;Blick von Montenvers auf die Zahnradbahn Chemin de fer du Montenvers und den Grande Aiguille du Dru;45.9321814;6.9167218;Montenvers;lcmt-nabi-pctmp_ead_wehr_17293-B_pctmp.jpg;circa 1910
Vissoie, Ortsgesamtansicht;Vissoie im Val d'Anniviers, Gesamtansicht des Ortes;46.2153165;7.5853597;Vissoie;lcmt-nabi-pctmp_ead_wehr_17294-B_pctmp.jpg;circa 1910
Schweiz, Landschaft [Lokalisierung unsicher];Murmeltiere beieinander stehend;;;Schweiz, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_17323-B_pctmp.jpg;circa 1910
Davos-Dorf, Ortsgesamansicht;Davos anno 1861 (Reproduktion der damals vorhandenen Häuser);46.8065596;9.8381801;Davos Dorf;lcmt-nabi-pctmp_ead_wehr_17324-B_pctmp.jpg;circa 1910
Davos, Sanatorium Schatzalp, Gesamtaussenansicht;Blick auf das Sanatorium Schatzalp über einen Tannenwald hinweg;46.8065596;9.8381801;Davos-Dorf;lcmt-nabi-pctmp_ead_wehr_17330-B_pctmp.jpg;circa 1910
Graubünden, Landschaft;Westhang bei Davos, vermutl. die Clavadeleralp am Jakobshorn, Blick in Richtung Südwesten. Ansicht einer Arve, davor sitzt eine Frau auf der Wiese, die einen Sonnenschirm in den Händen hält. Im Hintergrund die Gipfel von Tinzenhorn und Piz Mitgel hinter dem Bergrücken des Muchetta.;46.796198;9.8236892;Kanton Graubünden, Davos;lcmt-nabi-pctmp_ead_wehr_17340-B_pctmp.jpg;circa 1910
Wolfgangpass, Landschaft;Winterlandschaft am Wolfgangpass;46.8326555;9.8537391;Wolfgangpass;lcmt-nabi-pctmp_ead_wehr_17350-B_pctmp.jpg;circa 1910
Schwarzhorn, Panorama (Teil 2/2);Panorama vom Flüela-Schwarzhhorn mit Gipfellegende, Teil 2/2;46.5157169;7.7624946;Schwarzhorn;lcmt-nabi-pctmp_ead_wehr_17382-B_pctmp.jpg;circa 1910
Klosters-Serneus, Ortsteilansicht;Blick hinab auf Klosters;46.8897289;9.838838;Klosters-Serneus;lcmt-nabi-pctmp_ead_wehr_17383-B_pctmp.jpg;circa 1910
Bürgenstock, Aufzug, Teilansicht;"Der Hammetschwand-Lift ist auf der linken Seite zu sehen ; Blick auf den Vierwaldstättersee ; im Hintergrund ist Luzern zu sehen";47.0003117;8.3983261;Bürgenstock;lcmt-nabi-pctmp_ead_wehr_1740-B_pctmp.jpg;1905
Piz Corvatsch, Gesamtansicht;Piz Corvatsch vom Vorgipfel aus gesehen;46.4084924;9.8161413;Piz Corvatsch;lcmt-nabi-pctmp_ead_wehr_17595-B_pctmp.jpg;1906
Italia, Tirano, Ortsteilansicht;Blick auf Tirano runter, im Zentrum steht die Wallfahrtskirche Madonna di Tirano;41.3281482;19.8184435;Tirano;lcmt-nabi-pctmp_ead_wehr_17752-B_pctmp.jpg;1910-08
Italia, Tirano, Ortsteilansicht;Blick entlang einer Strasse in Tirano;41.3281482;19.8184435;Tirano;lcmt-nabi-pctmp_ead_wehr_17753-B_pctmp.jpg;1910-08
Italia, Tirano, Chiesa di Santa Perpetua, Teilaussenansicht;Blick hinauf zur Kirche Santa Perpetua;41.3281482;19.8184435;Tirano;lcmt-nabi-pctmp_ead_wehr_17754-B_pctmp.jpg;1910-08
Italia, Tirano, Chiesa di Santa Perpetua, Teilaussenansicht;Blick von der Kirche Santa Perpetua auf Tirano runter;41.3281482;19.8184435;Tirano;lcmt-nabi-pctmp_ead_wehr_17755-B_pctmp.jpg;1910-08
Italia, Tirano, Chiesa di Santa Perpetua, Teilaussenansicht;Ansicht der Kirche Santa Perpetua und einem aus Stein gemauerten Haus, vor dessen Tür ein alter Mann steht;41.3281482;19.8184435;Tirano;lcmt-nabi-pctmp_ead_wehr_17756-B_pctmp.jpg;1910-08
Lauerzersee, Landschaft;Lauerzersee, Seewen und die Mythen;47.0323208;8.5848711;Lauerz;lcmt-nabi-pctmp_ead_wehr_1776-B_pctmp.jpg;1906
Axenstrasse, Panorama;Blick auf den Vierwaldstättersee, die Axenstrasse und die Gotthardbahn;52.571093;13.4537894;Axenstrasse;lcmt-nabi-pctmp_ead_wehr_1780-B_pctmp.jpg;1906
France, Chamonix-Mont-Blanc, Ortsteilansicht;Blick auf Chamonix-Mont-Blanc gegen den Brévent;45.9246705;6.8727506;Chamonix-Mont-Blanc;lcmt-nabi-pctmp_ead_wehr_17901-B_pctmp.jpg;1910-08
France, Chamonix-Mont-Blanc, Ortsteilansicht;Blick auf Chamonix-Mont-Blanc gegen die Aiguille Verte;45.9246705;6.8727506;Chamonix-Mont-Blanc;lcmt-nabi-pctmp_ead_wehr_17902-B_pctmp.jpg;1910-08
France, Mont Blanc, Landschaft;Blick auf den Mont Blanc;43.3958648;3.3672892;Montblanc;lcmt-nabi-pctmp_ead_wehr_17903-B_pctmp.jpg;1910-08
France, Mont Blanc, Landschaft;Blick auf den Mont Blanc, im Vordergrund Nadelbäume;43.3958648;3.3672892;Montblanc;lcmt-nabi-pctmp_ead_wehr_17904-B_pctmp.jpg;1910-08
France, Chamonix-Mont-Blanc, Ortsteilansicht;Blick auf Chamonix-Mont-Blanc gegen die Berge, im Vordergrund eine bewaldete Wiese;45.9246705;6.8727506;Chamonix-Mont-Blanc;lcmt-nabi-pctmp_ead_wehr_17905-B_pctmp.jpg;1910-08
France, Glacier des Bossons, Landschaft;Blick von einem Chalet hinauf auf den Glacier des Bossons, vor dem Chalet eine Ausflugsgruppe;45.8575838;6.8521878;Glacier des Bossons;lcmt-nabi-pctmp_ead_wehr_17906-B_pctmp.jpg;1910-08
France, Glacier des Bossons, Landschaft;Blick auf den Glacier des Bossons;45.8575838;6.8521878;Glacier des Bossons;lcmt-nabi-pctmp_ead_wehr_17907-B_pctmp.jpg;1910-08
Glacier des Bossons, Landschaft;Eisgrotte des Glacier des Bossons;45.8575838;6.8521878;Glacier des Bossons;lcmt-nabi-pctmp_ead_wehr_17908-B_pctmp.jpg;1910-08
France, Massif du Mont-Blanc, Glacier des Bossons, Landschaft;Ansicht einer Eisgrotte auf dem Glacier des Bossons, davor eine Gruppe Wanderer;45.9246705;6.8727506;Chamonix;lcmt-nabi-pctmp_ead_wehr_17909-B_pctmp.jpg;1910
Pilatus, Hotel Bellevue, Gesamtaussenansicht;Blick auf das Hotel Bellevue auf dem Pilatus;-24.9228204;-50.1414285;Pilatus;lcmt-nabi-pctmp_ead_wehr_1791-B_pctmp.jpg;1906
France, Chamonix-Mont-Blanc, Montenvers, Landschaft;Blick von Montenvers auf das Mer de Glace und gegen den Tour Sallière;45.9321814;6.9167218;Montenvers;lcmt-nabi-pctmp_ead_wehr_17911-B_pctmp.jpg;1910-08
France, Massif du Mont-Blanc, Aiguille Verte, Landschaft;Blick auf die Aiguille Verte und die Aiguille-du-Dru;45.9347326;6.97006;Aiguille Verte;lcmt-nabi-pctmp_ead_wehr_17912-B_pctmp.jpg;1910-08
France, Massif du Mont-Blanc, Aiguille Verte, Landschaft;Blick auf die Aiguille Verte und die Aiguille-du-Dru;45.9347326;6.97006;Aiguille Verte;lcmt-nabi-pctmp_ead_wehr_17913-B_pctmp.jpg;1910-08
France, Massif du Mont-Blanc, Aiguille du Dru, Gesamtansicht;Ansicht der Aiguille du Dru;;;Aiguille du Dru;lcmt-nabi-pctmp_ead_wehr_17914-B_pctmp.jpg;1910-08
France, Massif du Mont-Blanc, Aiguille du Dru, Gesamtansicht;Ansicht der Aiguille du Dru;;;Aiguille du Dru;lcmt-nabi-pctmp_ead_wehr_17915-B_pctmp.jpg;1910-08
France, Chamonix-Mont-Blanc, Ortsteilansicht;Blick auf das Stadtviertel Les Praz d'en-haut von Chamonix-Mont-Blanc gegen die Aiguille Verte;45.9246705;6.8727506;Chamonix-Mont-Blanc;lcmt-nabi-pctmp_ead_wehr_17916-B_pctmp.jpg;1910-08
France, Chamonix-Mont-Blanc, Ortsteilansicht;Blick auf das Stadtviertel Les Praz d'en-haut von Chamonix-Mont-Blanc;45.9246705;6.8727506;Chamonix-Mont-Blanc;lcmt-nabi-pctmp_ead_wehr_17917-B_pctmp.jpg;1910-08
Finhaut, Ortsteilansicht;Unten die Zugstrecke mitsamt Zug, oben die Häuser von Finhaut;46.082805;6.9765238;Finhaut;lcmt-nabi-pctmp_ead_wehr_17918-B_pctmp.jpg;circa 1910
Deutschland, Lindau, Rathaus, Teilaussenansicht;Blick auf die Südfassade des Lindauer Rathauses;47.550753;9.6926624;Lindau;lcmt-nabi-pctmp_ead_wehr_17938-B_pctmp.jpg;1910
Deutschland, Lindau, Rathaus, Teilaussenansicht;Ansicht des Lindauer Rathauses;47.550753;9.6926624;Lindau;lcmt-nabi-pctmp_ead_wehr_17939-B_pctmp.jpg;circa 1910
Pilatus, Hotel Pilatus-Kulm, Gesamtaussenansicht;Blick auf das Hotel Pilatus-Kulm auf dem Pilatus;-24.9228204;-50.1414285;Pilatus;lcmt-nabi-pctmp_ead_wehr_1794-B_pctmp.jpg;1906
Deutschland, Lindau, Seepromenade, Ortsteilansicht;Blick auf Seepromenade des Hafens, mit den Dampfschiffen 'Rupprecht' und 'Württemberg' im Vordergrund. Rechts im Bild der Mangturm;47.550753;9.6926624;Lindau;lcmt-nabi-pctmp_ead_wehr_17941-B_pctmp.jpg;1910
Deutschland, Lindau, Ortsteilansicht;Blick auf den Hafen Lindaus mit vier Dampfschiffen, links der Mangturm;47.550753;9.6926624;Lindau;lcmt-nabi-pctmp_ead_wehr_17942-B_pctmp.jpg;1906
Deutschland, Lindau, Hafeneinfahrt, Ortsteilansicht;Ansicht des Dampfers 'Prinz Regent' bei der Hafeneinfahrt von Lindau, zwischen dem Bayrischen Löwen und dem neuen Leuchtturm;47.550753;9.6926624;Lindau;lcmt-nabi-pctmp_ead_wehr_17943-B_pctmp.jpg;1910
Blick auf Lindau vom Pfänder;Blick von einer Anhöhe am Pfänder bei Lochau (Vorarlberg, Österreich) auf Lindau (Bayern, links im See) und Lochau hinab. Im Vordergrund stehen vier Bäume und eine Holzhütte. Rechts daneben im Hintergrund ist das Seeufer von Lochau mit dem Standort des heutigen Seehotels am Kaiserstrand, daneben die Eisenbahnstrecke von Lindau nach Bregenz.;47.550753;9.6926624;Lindau;lcmt-nabi-pctmp_ead_wehr_17944-B_pctmp.jpg;circa 1910
Österreich, Bregenz, Hafen, Ortsteilansicht;Ansicht des Dampfers 'Kaiserin Maria Theresia' im Hafen Bregenz;47.5025779;9.7472924;Bregenz;lcmt-nabi-pctmp_ead_wehr_17945-B_pctmp.jpg;1910
Österreich, Bregenz, Ortsteilansicht;Ansicht von Bregenz, im Vordergrund Baumkronen, im Hintergrund der Bodensee;47.5025779;9.7472924;Bregenz;lcmt-nabi-pctmp_ead_wehr_17946-B_pctmp.jpg;1910
Österreich, Bregenz, Ortsteilansicht;Ansicht von Bregenz, im Vordergrund eine Wiese mit Obstbäumen, im Hintergrund der Bodensee;47.5025779;9.7472924;Bregenz;lcmt-nabi-pctmp_ead_wehr_17947-B_pctmp.jpg;1910
Österreich, Bregenz, Ortsteilansicht;Ansicht von Bregenz, mittig die Herz-Jesu-Kirche, im Hintergrund der Bodensee;47.5025779;9.7472924;Bregenz;lcmt-nabi-pctmp_ead_wehr_17949-B_pctmp.jpg;1910
Österreich, Bregenz, Ortsteilansicht;Ansicht von Bregenz, rechts die Herz-jesu-Kirche, im Hintergrund der Bodensee;47.5025779;9.7472924;Bregenz;lcmt-nabi-pctmp_ead_wehr_17950-B_pctmp.jpg;1910
Österreich, Bregenz, Herz-Jesu-Kirche, Gesamtaussenansicht;Ansicht der Herz-Jesu-Kirche in Bregenz;47.5025779;9.7472924;Bregenz;lcmt-nabi-pctmp_ead_wehr_17951-B_pctmp.jpg;1910
Heiden, Kursaal, Gesamtaussenansicht;Aussenansicht alter Kursaal, im Park ein paar Gäste bei einem Tee- oder Kaffeekränzchen. Eingeweiht im Frühjahr 1874, liebevoll der 'Laubsäägelipalast' genannt. Im Sommer 1956 abgebrochen.;47.4421715;9.532089;Heiden;lcmt-nabi-pctmp_ead_wehr_17952-B_pctmp.jpg;1910
Appenzell, Post, Gesamtaussenansicht;Das Postgebäude von Appenzell;47.3299506;9.4099311;Appenzell;lcmt-nabi-pctmp_ead_wehr_17966-B_pctmp.jpg;1910
Italia, Cernobbio, Villa d'Este, Teilaussenansicht;Ansicht entlang des Ufers des Comer Sees mit Blick auf die Villa d'Este und den See;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_18000-B_pctmp.jpg;1906
Italia, Brunate, Ortsteilansicht;Blick auf Brunate bei Como;45.8194702;9.0959895;Brunate;lcmt-nabi-pctmp_ead_wehr_18001-B_pctmp.jpg;1906
Airolo, Dorf, Viehmark, Ortsteilansicht;Airolo, Viehmarkt mit Teilansicht des Dorfes;46.5290309;8.6086045;Airolo;lcmt-nabi-pctmp_ead_wehr_18003-B_pctmp.jpg;1905
Italia, Como, Ortsteilansicht;Ansicht der Piazza Cavour;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_18063-B_pctmp.jpg;1906
Italia, Cernobbio, Villa d'Este, Gesamtaussenansicht;Blick über den Lago di Como auf das Hotel Villa d'Este;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_18064-B_pctmp.jpg;1906
Italia, Bellagio, Ortsteilansicht;Blick über den Lago di Como auf Bellagio mit der Kirche San Giovanni und der Villa Melzi;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18065-B_pctmp.jpg;1906
Italia, Cernobbio, Park der Villa d'Este, Teilansicht;Blick auf die Herkules-Statue im Park der Villa d'Este mit diversen umliegenden Bäumen und Sträuchern;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_18072-B_pctmp.jpg;1906
Italia, Cernobbio, Park der Villa d'Este, Teilansicht;Blick in den Park der Villa d'Este;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_18073-B_pctmp.jpg;1906
Italia, Bellagio, Park des Grand Hotels Villa Serbelloni, Teilansicht;Blick in den Park des Grand Hotels Villa Serbelloni mit diversen Bäumen und Sträuchern;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18074-B_pctmp.jpg;1906
Italia, Cernobbio, Park der Villa d'Este, Teilansicht;Blick entlang einer Zypressen-Allee auf die Herkules-Statue im Park der Villa d'Este;45.8413945;9.0759048;Cernobbio;lcmt-nabi-pctmp_ead_wehr_18075-B_pctmp.jpg;1906
Italia, Bellagio, Ortsteilansicht;Blick entlang des Ufer des Comer Sees auf Bellagio gegen die Villa Serbelloni;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18076-B_pctmp.jpg;1906
Italia, Bellagio, Ortsteilansicht;Blick auf Bellagio und den Comer See;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18077-B_pctmp.jpg;1906
Italia, Bellagio, Ortsteilansicht;Blick über den Comer See hinweg auf Bellagio mit der Villa Melzi, am Ufer sind Kinder ums und im Wasser;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18078-B_pctmp.jpg;1906
Italia, Bellagio, Park der Villa Serbelloni, Teilansicht;Blick in den Park der Villa Serbelloni mit einigen Bäumen und Sträuchern;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18079-B_pctmp.jpg;1906
Luzern, Kapellbrücke, Teilinnenansicht;Inneres des mittleren Teils der Kapellbrücke mit Blick gegen Süden;47.0505452;8.3054682;Luzern;lcmt-nabi-pctmp_ead_wehr_1808-B_pctmp.jpg;1906
Italia, Tremezzina, Villa Carlotta, Teilinnenansicht;Ansicht der Skulptur von Amor und Psyche in der Villa Carlotta;45.9835245;9.1914909;Tremezzina;lcmt-nabi-pctmp_ead_wehr_18081-B_pctmp.jpg;1906
Italia, Bellagio, Park der Villa Serbelloni, Teilansicht;Studie einiger Bäume und Pflanzen im Park der Villa Serbelloni;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18082-B_pctmp.jpg;1906
Italia, Tremezzina, Garten der Villa Carlotta, Teilansicht;Blick in den Garten der Villa Carlotta;45.9835245;9.1914909;Tremezzina;lcmt-nabi-pctmp_ead_wehr_18083-B_pctmp.jpg;1906
Italia, Como, Cattedrale di Santa Maria Assunta, Teilaussenansicht;Portal der Cattedrale di Santa Maria Assunta in Como;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_18084-B_pctmp.jpg;1906
Italia, Tremezzina, Villa Carlotta, Teilinnenansicht;Ansicht einer Engelsstatue mit dem Namen Cupido von Luigi Bienaimé in der Villa Carlotta;45.9835245;9.1914909;Tremezzina;lcmt-nabi-pctmp_ead_wehr_18085-B_pctmp.jpg;1906
Italia, Tremezzina, Villa Carlotta, Teilinnenansicht;Ansicht einer Engelsstatue (Cupido) von Luigi Bienaimé in der Villa Carlotta;45.9835245;9.1914909;Tremezzina;lcmt-nabi-pctmp_ead_wehr_18086a-B_pctmp.jpg;1906
Italia, Tremezzina, Villa Carlotta, Teilinnenansicht;Ansicht einer Engelsstatue (Cupido) von Luigi Bienaimé in der Villa Carlotta;45.9835245;9.1914909;Tremezzina;lcmt-nabi-pctmp_ead_wehr_18086b-B_pctmp.jpg;1906
Italia, Tremezzina, Villa Carlotta, Teilinnenansicht;Ansicht der Büsserin Magdalena von Antonio Canovain der Villa Carlotta;45.9835245;9.1914909;Tremezzina;lcmt-nabi-pctmp_ead_wehr_18087-B_pctmp.jpg;1906
Italia, Como, Ortsgesamtansicht;Blick auf Como vom Castel Baradello aus;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_18088-B_pctmp.jpg;1906
Italia, Bellagio, Ortsteilansicht;Vegetationsstudie in Bellagio, im Hintergrund ist der Comer See zu sehen;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18089-B_pctmp.jpg;1906
Luzern, Spreuerbrücke, Teilinnenansicht;Aufgang zur Spreuerbrücke (Totentanzbrücke) in Luzern;47.0505452;8.3054682;Luzern;lcmt-nabi-pctmp_ead_wehr_1809-B_pctmp.jpg;1906
Italia, Iselle, Ortsteilansicht;Strasse in Iselle;46.2052791;8.192111;Iselle;lcmt-nabi-pctmp_ead_wehr_18091-B_pctmp.jpg;1905
Italia, Iselle, Ortsteilansicht;Ansicht von Iselle, im Hintergrund das Fletschhorn;46.2052791;8.192111;Iselle;lcmt-nabi-pctmp_ead_wehr_18092-B_pctmp.jpg;1905
Italia, Iselle, Ortsteilansicht;Blick entlang einer Strasse von Iselle, auf der reges Treiben herrscht;46.2052791;8.192111;Iselle;lcmt-nabi-pctmp_ead_wehr_18093-B_pctmp.jpg;1905
Italia, Iselle, Ortsteilansicht;Strasse in Iselle;46.2052791;8.192111;Iselle;lcmt-nabi-pctmp_ead_wehr_18094-B_pctmp.jpg;1905
Italia, Iselle, Ortsteilansicht;Blick auf die Staatsstrasse Strada del Sempione bei Iselle, auf der Strasse fährt eine Pferdekutsche, im Hintergrund sind einige Häuser Iselles zu sehen;46.2052791;8.192111;Iselle;lcmt-nabi-pctmp_ead_wehr_18095-B_pctmp.jpg;1905
Italia, Iselle, Ortsteilansicht;Blick auf die Staatsstrasse Strada del Sempione bei Iselle, im Hintergrund sind einige Häuser Iselles zu sehen;46.2052791;8.192111;Iselle;lcmt-nabi-pctmp_ead_wehr_18096-B_pctmp.jpg;1905
Italia, Iselle, Ferrovia del Sempione, Portale sud, Gesamtaussenansicht;Ansicht des Südportals des Simplontunnels mit Zügen, daneben eine Strasse mit Pferdekutsche;46.2070874;8.2070479;Iselle di Trasquera;lcmt-nabi-pctmp_ead_wehr_18097-B_pctmp.jpg;1906
Italia, Iselle, Ferrovia del Sempione, Stazione, Teilaussenansicht;Ansicht des Bahnhofs Iselle di Trasquera mit Tunneleinfahrt, auf den Gleisen drei Männer;46.2070874;8.2070479;Iselle di Trasquera;lcmt-nabi-pctmp_ead_wehr_18098-B_pctmp.jpg;1906
Italia, Trasquera, Ortsteilansicht;Blick auf Trasquera am Fluss Diveria;46.21338;8.212711;Trasquera;lcmt-nabi-pctmp_ead_wehr_18099-B_pctmp.jpg;1906
Fürstenland, Frau in St. Galler Tracht, Teilansicht;Junge St. Gallerin in Tracht aus dem Fürstenland;47.4097016;9.3331524;Fürstenland;lcmt-nabi-pctmp_ead_wehr_180T-B_pctmp.jpg;circa 1905
Menzigen, Kloster Maria Hilf, Gesamtaussenansicht;Blick auf das Kloster Maria Hilf auf dem Gubel bei Menzingen;47.178291;8.5899339;Menzingen;lcmt-nabi-pctmp_ead_wehr_1810-B_pctmp.jpg;1906
