Title;Description;Breitengrad;Längengrad;City;01-Datei;Persiode
Italia, Varzo, Ferrovia del Sempione, Teilansicht;Simplonbahn. Trassee und Tunnels bei Varzo, daneben die Diveria. S. Giovanni Tunnel, Diveria bridge, Rio Confinale Tunnel;46.2067143;8.2544931;Varzo;lcmt-nabi-pctmp_ead_wehr_18104-B_pctmp.jpg;1905
Italia, Strada del Sempione, Landschaft;Blick auf die Strada del Sempione mit der danebenführenden Eisenbahnlinie, die an der Diveria entlang führt. Ponte Nuovo / Ponte romano, Varzo;46.2067143;8.2544931;Varzo;lcmt-nabi-pctmp_ead_wehr_18105-B_pctmp.jpg;1905
Italia, Varzo, Ferrovia del Sempione, Teilansicht;Blick auf eine Brücke und eine Galerie der Ferrovia del Sempione bei Varzo;46.2067143;8.2544931;Varzo;lcmt-nabi-pctmp_ead_wehr_18106-B_pctmp.jpg;1905
Italia, Varzo, Ferrovia del Sempione, Ponte, Gesamtansicht;Simplonbahn. Blick auf eine Steinbrücke über die Doveria. Rio Confinale Tunnel, S. Giovanni Tunnel, Diveria bridge;46.2067143;8.2544931;Varzo;lcmt-nabi-pctmp_ead_wehr_18107-B_pctmp.jpg;1905
Italia, Strada del Sempione, Landschaft;Ansicht einer Steinbrücke, die über den Fluss Diveria führt. Ponte dell’Orco;46.1557224;8.3037533;Crevoladossola;lcmt-nabi-pctmp_ead_wehr_18108-B_pctmp.jpg;1905
Italia, Crevoladossola, Strada del Sempione, Landschaft;Blick auf die Ponte di Crevola und die umliegende Landschaft;46.1557224;8.3037533;Crevoladossola;lcmt-nabi-pctmp_ead_wehr_18109-B_pctmp.jpg;1905
Rigi, Panorama;Blick von der Rigi auf Glärnisch und Mythen;47.0566777;8.4852649;Rigi;lcmt-nabi-pctmp_ead_wehr_1811-B_pctmp.jpg;1906
Italia, Crevoladossola, Ortsteilansicht;Blick entlang des Flusses Diveria auf die Ponte di Crevola und einige umstehende Häuser;46.1557224;8.3037533;Crevoladossola;lcmt-nabi-pctmp_ead_wehr_18112-B_pctmp.jpg;1906
Italia, Domodossola, Ortsgesamtansicht;Blick auf Domodossola, im Vordergrund der Monte Calvario;46.1152451;8.2920459;Domodossola;lcmt-nabi-pctmp_ead_wehr_18113-B_pctmp.jpg;1906
Italia, Domodossola, Ortsgesamtansicht;Blick vom Monte Calvario aus auf Domodossola;46.1152451;8.2920459;Domodossola;lcmt-nabi-pctmp_ead_wehr_18114-B_pctmp.jpg;1906
Italia, Domodossola, Ortsgesamtansicht;Blick über Domodossola;46.1152451;8.2920459;Domodossola;lcmt-nabi-pctmp_ead_wehr_18115-B_pctmp.jpg;1906
Italia, Domodossola, Ortsteilansicht;Via Sempione in Domodossola;46.1152451;8.2920459;Domodossola;lcmt-nabi-pctmp_ead_wehr_18116-B_pctmp.jpg;1906
Italia, Domodossola, Ortsteilansicht;Passanten in der Via Sempione in Domodossola;46.1152451;8.2920459;Domodossola;lcmt-nabi-pctmp_ead_wehr_18117-B_pctmp.jpg;1906
Italia, Domodossola, Ortsteilansicht;Marktplatz in Domodossola;46.1152451;8.2920459;Domodossola;lcmt-nabi-pctmp_ead_wehr_18118-B_pctmp.jpg;1906
Italia, Vogogna, Ortsteilansicht;Blick auf Vogogna runter;46.008976;8.293017;Vogogna;lcmt-nabi-pctmp_ead_wehr_18119-B_pctmp.jpg;1906
Rigi, Panorama;Blick von der Rigi über die Glarneralpen;47.0566777;8.4852649;Rigi;lcmt-nabi-pctmp_ead_wehr_1812-B_pctmp.jpg;1906
Italia, Cuzzano, Landschaft;Blick auf einige Häuserdächer Cuzzanos und die umliegende Landschaft;44.4195032;11.0999012;Cuzzano;lcmt-nabi-pctmp_ead_wehr_18121-B_pctmp.jpg;1906
Italia, Stresa, Grand Hotel des Iles Borromées, Gesamtaussenansicht;Ansicht des Grand Hotel des Iles Borromées in Stresa;45.8837277;8.5390268;Stresa;lcmt-nabi-pctmp_ead_wehr_18122-B_pctmp.jpg;1906
Italia, Stresa, Denkmal des Königs Umberto I., Gesamtansicht;Ansicht des Denkmals des Königs Umberto I.;45.8837277;8.5390268;Stresa;lcmt-nabi-pctmp_ead_wehr_18123-B_pctmp.jpg;1906
Italia, Stresa, Ortsteilansicht;Teilansicht von Stresa mit Blick über den Lago Maggiore auf Pallanza, einem Stadtteil von Verbania;45.8837277;8.5390268;Stresa;lcmt-nabi-pctmp_ead_wehr_18124-B_pctmp.jpg;1906
Rigi, Panorama;Blick von der Rigi über die Glarneralpen;47.0566777;8.4852649;Rigi;lcmt-nabi-pctmp_ead_wehr_1813-B_pctmp.jpg;1906
Menzigen, Kloster Maria Hilf, Teilaussenansicht;Innenhof des Klosters Maria Hilf auf dem Gubel bei Menzingen;47.178291;8.5899339;Menzingen;lcmt-nabi-pctmp_ead_wehr_1815-B_pctmp.jpg;1906
Italia, Ferrovia Menaggio-Porlezza, Landschaft;Blick entlang der Schienen der Ferrovia Menaggio-Porlezza gegen den Monte Legnone;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_18239-B_pctmp.jpg;1906
Italia, Menaggio, Ferrovia Menaggio-Porlezza, Landschaft;Blick entlang der Schienen der Ferrovia Menaggio-Porlezza bei Menaggio gegen den Comer See;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_18240-B_pctmp.jpg;1906
Locarno, Ortsteilansicht;Blick über den Lago Maggiore auf Locarno;46.1695739;8.7954859;Locarno;lcmt-nabi-pctmp_ead_wehr_18243-B_pctmp.jpg;1906
Italia, Formazza, Cascata del Toce, Teilansicht;Blick auf einen Teilabschnitt des Cascata del Toce;46.3918968;8.3904006;Formazza;lcmt-nabi-pctmp_ead_wehr_18287-B_pctmp.jpg;1906
Italia, Formazza, Cascata del Toce, Teilansicht;Blick auf einen Teilabschnitt des Cascata del Toce;46.3918968;8.3904006;Formazza;lcmt-nabi-pctmp_ead_wehr_18288-B_pctmp.jpg;1906
Italia, Formazza, Cascata del Toce, Teilansicht;Blick auf einen Teilabschnitt des Cascata del Toce, an der Hangkante des Wasserfalls steht der Gasthof Albergo Cascata Toce;;;Formazzatal;lcmt-nabi-pctmp_ead_wehr_18289-B_pctmp.jpg;1906
Italia, Domodossola, Monte Calvario, Ortsgesamtansicht;Monte Calvario in Domodossola;45.945616;13.5915995;Monte Calvario;lcmt-nabi-pctmp_ead_wehr_18290-B_pctmp.jpg;1906
Italia, Val Antigorio, Strada, Teilansicht;Frauen und Kinder auf einer Strasse im Val Antigorio;46.2492688;8.3193822;Val Antigorio;lcmt-nabi-pctmp_ead_wehr_18291-B_pctmp.jpg;1906
Italia, Val Antigorio, Hotel Fopiano, Teilaussenansicht;Ansicht des Hotels Fopiana und weitere Häuser im Val Antigorio;46.2492688;8.3193822;Val Antigorio;lcmt-nabi-pctmp_ead_wehr_18292-B_pctmp.jpg;1906
Passo San Giacomo, Panorama;San Giacomo Pass beim Pizzo Rotondo;46.5059338;8.5114708;Bedretto;lcmt-nabi-pctmp_ead_wehr_18293-B_pctmp.jpg;1906
Italia, Bellagio, Ortsteilansicht;Blick auf Zypressen, die vor einem alten steinernen Turm wachsen;45.9872549;9.2613001;Bellagio;lcmt-nabi-pctmp_ead_wehr_18342-B_pctmp.jpg;circa 1906
de|Garda, Parco San Vigilio, Teilansicht.;de|Garda. Blick auf auf vier antike Büsten, die im Parco San Vigilio stehen, dahinter wachsen Zypressen.;;;|depicted place=Garda;lcmt-nabi-pctmp_ead_wehr_18343-B_pctmp.jpg;circa 1906
Itallia, Landschaft [Lokalisierung unsicher];Zitronen-Bäume;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_18344-B_pctmp.jpg;circa 1906
Rütli, Rütlihaus, Gesamtaussenansicht;Seitenansicht des Rütlihauses mit Blick über den See und auf die Mythen;47.4816535;9.4115879;Rütli;lcmt-nabi-pctmp_ead_wehr_1839-B_pctmp.jpg;1906
Heiden, Ortsteilansicht;Blick auf Heiden, mit der evangelischen Kirche;47.4421715;9.532089;Heiden;lcmt-nabi-pctmp_ead_wehr_18491-B_pctmp.jpg;circa 1910
Flüelen, Ortsteilansicht;Vorne der Vierwaldstättersee, dahinter die Häuser von Flüelen, zentral am Horizont der Bristenstock;46.9027239;8.6253481;Flüelen;lcmt-nabi-pctmp_ead_wehr_1901-B_pctmp.jpg;circa 1906
Kloster Fahr, Landschaft;"Limmat, Ufer mit Schilfgras, Sträuchern und Bäumen; im Hintergrund durch die Bäume ein Gebäude des Klosters Fahr schemenhaft sichtbar";47.4081145;8.4387394;Kloster Fahr;lcmt-nabi-pctmp_ead_wehr_19819-B_pctmp.jpg;circa 1910
Bern, Frau in Berner Tracht, Gesamtansicht;Seitenansicht einer sitzenden Guggisbergerin mit Berner Tracht;46.8382351;7.6004502;Kanton Bern;lcmt-nabi-pctmp_ead_wehr_20-B_pctmp.jpg;circa 1905
Engelberg, Ortsgesamtansicht;Engelberg mit der Hutstockkette;46.8223497;8.4043996;Engelberg;lcmt-nabi-pctmp_ead_wehr_20009-B_pctmp.jpg;1911-03
Schweiz, Landschaft [Lokalisierung unsicher];Blick über eine Sumpflandschaft, am Horizont ein Dorf;;;Schweiz, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_20143-B_pctmp.jpg;1910
Brunnen, Ortsteilansicht;Blick entlang des Ufers des Vierwaldstättersees auf das Grand Hotel, daneben das Dampfschiff 'Schwyz';46.9940439;8.6054085;Brunnen;lcmt-nabi-pctmp_ead_wehr_20144-B_pctmp.jpg;1910
Basel, Elisabethenkirche, Teilaussenansicht;Ansicht der Elisabethenkirche;47.5581077;7.5878261;Basel;lcmt-nabi-pctmp_ead_wehr_20151-B_pctmp.jpg;1911-04
Italia, Pallanza, Ortsteilansicht;Pallanza mit der Isola San Giovanni;45.9230169;8.5497586;Pallanza;lcmt-nabi-pctmp_ead_wehr_20193-B_pctmp.jpg;1911-03
Italia, Pallanza, Ortsteilansicht;Pallanza mit der Isola San Giovanni;45.9230169;8.5497586;Pallanza;lcmt-nabi-pctmp_ead_wehr_20195-B_pctmp.jpg;1911-03
Lago Maggiore, Landschaft;Blick auf Isola San Giovanni und den Mattarone im Hintergrund;45.9510936;8.6341652;Lago Maggiore;lcmt-nabi-pctmp_ead_wehr_20197-B_pctmp.jpg;1911-03
Italia, Isola Bella, Ortsgesamtansicht;Blick die Isola Bella und den Lago Maggiore;45.8953977;8.5273053;Isola Bella;lcmt-nabi-pctmp_ead_wehr_20199-B_pctmp.jpg;1911-03
Italia, Isola bella, Landschaft;Blick vom Ufer durch Bäume hindurch auf die Isola bella;45.8953977;8.5273053;Isola bella;lcmt-nabi-pctmp_ead_wehr_20200-B_pctmp.jpg;1911-03
Italia, Isola Bella, Ortsgesamtansicht;Blick auf die Isola Bella und den Lago Maggiore;45.8953977;8.5273053;Isola Bella;lcmt-nabi-pctmp_ead_wehr_20201-B_pctmp.jpg;1911-03
Italia, Isola Bella, Ortsgesamtansicht;Blick auf die Isola Bella und den Lago Maggiore;45.8953977;8.5273053;Isola Bella;lcmt-nabi-pctmp_ead_wehr_20202-B_pctmp.jpg;1911-03
Italia, Isola Bella, Ortsgesamtansicht;Blick auf die Isola Bella und den Lago Maggiore gegen Pallanza;45.8953977;8.5273053;Isola Bella;lcmt-nabi-pctmp_ead_wehr_20203-B_pctmp.jpg;1911-03
Italia, Lago Maggiore, Landschaft;Blick auf den Lago Maggiore mit den Isole Borromee gegen Pallanza;45.9510936;8.6341652;Lago Maggiore;lcmt-nabi-pctmp_ead_wehr_20204-B_pctmp.jpg;1911-03
Engelberg, Umgebung/Flühmatt, Landschaft;Sicht von der Flühmatt mit Spannörtern;47.1423292;7.8850848;Flühmatt;lcmt-nabi-pctmp_ead_wehr_2021-B_pctmp.jpg;circa 1906
Schweiz, Landschaft [Lokalisierung unsicher];Landschaft mit einem Bach, Birken und zwei Häusern im Hintergrund;;;Schweiz, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_20305-B_pctmp.jpg;1911
Zürich, Landschaft [Lokalisierung unsicher];Blühende Obstbäume im Kanton Zürich;47.3744489;8.5410422;Zürich;lcmt-nabi-pctmp_ead_wehr_20306-B_pctmp.jpg;1911
Lugano, Hôtel Imperial Palace, Gesamtaussenansicht;Lugano Paradiso, Viale Giuseppe Cattori, Ansicht des Hôtels Imperial Palace (heute Hotel de la Paix), links Schild und Zaun des Hotels Sommer, rechts Deutsche Pension Villa Federico;46.0050102;8.9520281;Lugano;lcmt-nabi-pctmp_ead_wehr_20311-B_pctmp.jpg;1911
France, Évian-les-Bains, Port, Ortsteilansicht;fr|Port d'Évian-les-Bains. Une barque du Léman transporte du sable (brouettes, pelles). À l'arrière plan le bateau à vapeur Léman quitte le débarcadère avec ses passagers. D'autres personnes sont sur le débarcadère, un petit pont y donne accès. Le phare d'Évian est visible au fond.;46.400979;6.5897931;Évian-les-Bains;lcmt-nabi-pctmp_ead_wehr_20347-B_pctmp.jpg;1911-06
Biel, Taubenlochschlucht, Teilansicht;Blick auf einen Teilabschnitt der Taubenlochschlucht, auf der befestigten Brücke stehen zwei Personen und blicken hinab in die Schlucht;47.1402077;7.2439029;Biel;lcmt-nabi-pctmp_ead_wehr_20348-B_pctmp.jpg;1911-06
Österreich, Innsbruck, Ortsgesamtansicht;Ansicht von Innsbruck;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20407-B_pctmp.jpg;1911-05
Österreich, Innsbruck, Ortsteilansicht;Ansicht der Kaiserin-Elisabeth-Strasse in Innsbruck;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20408-B_pctmp.jpg;1911-05
Österreich, Innsbruck, Triumphpforte, Teilansicht;Ansicht der Triumphpforte in Innsbruck;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20409-B_pctmp.jpg;1911-05
Wassen, Ortsteilansicht;Wassen und die Gotthardbahn;46.7068488;8.5995804;Wassen;lcmt-nabi-pctmp_ead_wehr_2041-B_pctmp.jpg;circa 1906
Österreich, Innsbruck, Andreas-Hofer-Denkmal, Gesamtansicht;Ansicht des Andreas-Hofer-Denkmals auf dem Bergisel in Innsbruck;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20411-B_pctmp.jpg;1911-05
Österreich, Innsbruck, Ortsteilansicht;Ansicht des Goldenen Dachls in Innsbruck;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20412-B_pctmp.jpg;1911-05
Österreich, Innsbruck, Hofkirche, Teilinnenansicht;Bronzefigur des König Arthur in der Hofkirche Innsbrucks;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20413-B_crop_pctmp.jpg;1911-05
Österreich, Innsbruck, Hofkirche, Teilinnenansicht;Bronzefigur des König Arthur in der Hofkirche Innsbrucks;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20413-B_pctmp.jpg;1911-05
Österreich, Innsbruck, Hofkirche, Teilinnenansicht;Bronzefigur des Theoderich des Grossen in der Hofkirche Innsbrucks;47.2654296;11.3927685;Innsbruck;lcmt-nabi-pctmp_ead_wehr_20414-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick über einen Teil Merans bis in das Vinschgau;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20415-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick über einen Teil Merans bis in das Vinschgau;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20416-B_pctmp.jpg;1911-05
Italia, Meran, Ortsgesamtansicht;Ansicht Merans und des Val Passiria;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20417-B_pctmp.jpg;1911-05
Italia, Meran, Ortsgesamtansicht;Ansicht Merans, im Hintergrund die Zielspietze und den Tschigat;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20418-B_pctmp.jpg;1911-05
Italia, Meran, Ortsgesamtansicht;Ansicht Merans, im Hintergrund die Zielspietze und der Tschigat;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20419-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick auf Meran vom Meranerhof aus;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20420-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick auf Meran vom Tappeinerweg aus;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20421-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick auf Meran vom Tappeinerweg aus;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20422-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick von der Gilfpromenade auf Meran;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20423-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick entlang der Passer auf die Promenade;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20424-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Blick auf die ehemalige Gisela-Promenadem heute Kurpromenade;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20425-B_pctmp.jpg;1911-05
Italia, Meran, Ortsteilansicht;Ansicht der Römerbrücke, die über die Passer führt;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20426-B_pctmp.jpg;1911-05
Italia, Meran, Ortsgesamtansicht;Blick auf Meran, im Vordergrund ist das Schloss Tirol und die Brunnenburg zu sehen;46.6713536;11.1646348;Meran;lcmt-nabi-pctmp_ead_wehr_20427-B_pctmp.jpg;1911-05
Italia, Tirolo, Schloss Tirol, Gesamtaussenansicht;Blick auf Schloss Tirol und die danebenliegenden Erdpyramiden;47.223193;11.5261028;Tirolo;lcmt-nabi-pctmp_ead_wehr_20428-B_pctmp.jpg;1911-05
Italia, Tirolo, Schloss Tirol, Gesamtaussenansicht;Blick auf Schloss Tirol und die umliegende Landschaft;47.223193;11.5261028;Tirolo;lcmt-nabi-pctmp_ead_wehr_20429-B_pctmp.jpg;1911-05
Göschenen, Ortsteilansicht;"Blick auf Göschenen, in der Mitte Brücke die über die Reuss führt; im Hintergrund der Dammagletscher";46.6676488;8.588703;Göschenen;lcmt-nabi-pctmp_ead_wehr_2043-B_pctmp.jpg;1906
Italia, Tirolo, Schloss Tirol, Gesamtaussenansicht;Ansicht des Schlosses Tirol;47.223193;11.5261028;Tirolo;lcmt-nabi-pctmp_ead_wehr_20431-B_pctmp.jpg;1911-05
Italia, Bozen, Batzenhäusl, Teilaussenansicht;Ansicht einer Strasse in Bozen mit dem Batzenhäusl;46.6559455;11.2302129;Bozen;lcmt-nabi-pctmp_ead_wehr_20432-B_pctmp.jpg;1911-05
Genève, Lunapark, Teilansicht;Ansicht Weiher, mit Badehaus und Steg im Lunapark;46.2017559;6.1466014;Genève;lcmt-nabi-pctmp_ead_wehr_20433-B_pctmp.jpg;1911
Furka, Hotel Furka, Gesamtaussenansicht;Links Schnee, rechts das Hotel, rundherum Geröll;11.7829891;13.083551;Furka;lcmt-nabi-pctmp_ead_wehr_2046-B_pctmp.jpg;circa 1906
Italia, Arco, Ortsteilansicht;Blick auf Arco und die Ruine des Castollo di Arco;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_20461-B_pctmp.jpg;1911-05
Italia, Arco, Ortsteilansicht;Blick auf Arco und den Monte Brione, im Vordergrund eine Bank;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_20462-B_pctmp.jpg;1911-05
Italia, Arco, Ortsteilansicht;Blick auf Arco, im Vordergrund Zypressen und Olivenbäume;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_20463-B_pctmp.jpg;1911-05
Italia, Arco, Monumento a Giovanni Segantinim, Gesamtansicht;Segantini-Denkmal in Arco;45.9181327;10.8860953;Arco;lcmt-nabi-pctmp_ead_wehr_20464-B_pctmp.jpg;1911-05
Italia, Riva del Garda, Ortsteilansicht;Blick auf Riva del Garda und den Lago di Garda;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_20465-B_pctmp.jpg;1911-05
Italia, Riva del Garda, Ortsteilansicht;Bootssteg am Lago di Garda in RIva del Garda, im Hintergrund einige Häuser;45.8847708;10.8396942;Riva del Garda;lcmt-nabi-pctmp_ead_wehr_20466-B_pctmp.jpg;1911-05
Val di Ledro, Landschaft;Ansicht der Strada del Ponale im Val di Ledro;45.8883709;10.7264207;Val di Ledro;lcmt-nabi-pctmp_ead_wehr_20467-B_pctmp.jpg;1911-05
Gargnano, Ortsteilansicht;Friedhof von Gargnano;45.688138;10.6635006;Gargnano;lcmt-nabi-pctmp_ead_wehr_20468-B_pctmp.jpg;1911-05
Italia, Maderno, Ortsteilansicht;Piazza San Marco in Maderno;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_20469-B_pctmp.jpg;1911-05
Italia, Maderno, Monumento Zanardelli, Gesamtansicht;Blick auf das Monumento Zanardelli, im Hintergrund Häuser;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_20470-B_pctmp.jpg;1911-05
Italia, Maderno, Monumento Zanardelli, Gesamtansicht;Blick auf das Monumento Zanardelli;46.0898035;11.1408947;Maderno;lcmt-nabi-pctmp_ead_wehr_20470a-B_pctmp.jpg;1911-05
Italia, Toscolano-Maderno, Gaino, Landschaft;Feldweg nach Gaino, im Hintergrund die Chiesa di San Michele Arcangelo;45.6543526;10.6142744;Gaino;lcmt-nabi-pctmp_ead_wehr_20471-B_pctmp.jpg;1911-05
Italia, Toscolano-Maderno, Gaino, Landschaft;Feldweg nach Gaino, im Hintergrund der Lago di Garda;45.6345707;10.609815;Toscolano-Maderno;lcmt-nabi-pctmp_ead_wehr_20472-B_pctmp.jpg;1911-05
Italia, Toscolano-Maderno, Gaino, Ortsteilansicht;Zypressen an einem Weg in Gaino, rechts eine Häuserzeile;45.6345707;10.609815;Toscolano-Maderno;lcmt-nabi-pctmp_ead_wehr_20473-B_pctmp.jpg;1911-05
Fasano, Ortsteilansicht;Blick von einer Anhöhe auf Fasano und den Lago di Garda;40.834432;17.358399;Fasano;lcmt-nabi-pctmp_ead_wehr_20474-B_pctmp.jpg;1911-05
Italia, Gardone, Ortsgesamtansicht;Blick auf Gardone und den Lago di Garda, im Hintergrund der Monte Baldo, im Vordergrund eine Wiese;45.6187853;10.5591005;Gardone;lcmt-nabi-pctmp_ead_wehr_20475-B_pctmp.jpg;1911-05
Gardone, Ortsgesamtansicht;Blick auf Gardone und den Lago di Garda, im Hintergrund der Monte Baldo, im Vordergrund Zypressen;45.6187853;10.5591005;Gardone;lcmt-nabi-pctmp_ead_wehr_20476-B_pctmp.jpg;1911-05
Italia, Gardone, Ortsteilansicht;Blick vom Ufer des Lago di Garda auf Gardone;45.6187853;10.5591005;Gardone;lcmt-nabi-pctmp_ead_wehr_20477-B_pctmp.jpg;1911-05
Italia, Gardone, Ortsteilansicht;Blick vom Lago di Garda auf Gardone;45.6187853;10.5591005;Gardone;lcmt-nabi-pctmp_ead_wehr_20478-B_pctmp.jpg;1911-05
Italia, Gardone Riviera, Grand Hotel, Gesamtaussenansicht;Blick auf das Grand Hotel in Gardone vom Lago di Garda aus;45.6187853;10.5591005;Gardone-Riviera;lcmt-nabi-pctmp_ead_wehr_20479-B_pctmp.jpg;1911-05
Furka, Blick gegen Gotthard, Teilaussenansicht;Unten das Hotel Furkablick, dahinter der Gotthard mit einigen Schneefelder;11.7829891;13.083551;Furka;lcmt-nabi-pctmp_ead_wehr_2048-B_pctmp.jpg;circa 1906
Italia, Salò, Ortsgesamtansicht;Blick auf Salò und den Lago di Garda, im Vordergrund eine Wiese;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_20481-B_pctmp.jpg;1911-05
Italia, Salò, Ortsteilansicht;Häuserreihe und Promenade entlang des Ufers des Lago di Garda in Salò;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_20482-B_pctmp.jpg;1911-05
Italia, Sirmione, Landschaft;Kleine Halbinsel bei Sirmione;45.4688494;10.6078237;Sirmione;lcmt-nabi-pctmp_ead_wehr_20483-B_pctmp.jpg;1911-05
Italia, Salò, Landschaft;Zypressen entlang des Ufers des Lago di Garda bei Salò;45.6056775;10.520069;Salò;lcmt-nabi-pctmp_ead_wehr_20484-B_pctmp.jpg;1911-05
Italia, Isola di Garda, Landschaft;Blick auf die Isola di Garda und den Lago di Garda;45.5928053;10.5906933;Isola di Garda;lcmt-nabi-pctmp_ead_wehr_20485-B_pctmp.jpg;1911-05
Italia, Manerba del Garda, Landschaft;Blick auf das Cap Manerba und den Lago di Garda;45.549434;10.5512888;Manerba del Garda;lcmt-nabi-pctmp_ead_wehr_20486-B_pctmp.jpg;1911-05
Italia, Sirmione, Terme di Sirmione, Gesamtaussenansicht;Blick von einer Anhöhe auf die Terme di Sirmione;45.4688494;10.6078237;Sirmione;lcmt-nabi-pctmp_ead_wehr_20487-B_pctmp.jpg;1911-05
Italia, Sirmione, Castello scaligero, Teilaussenansicht;Brücke die zum Castello Scaligero in Sirmione führt, darauf mehrere Männer sitzend;45.4688494;10.6078237;Sirmione;lcmt-nabi-pctmp_ead_wehr_20488-B_pctmp.jpg;1911-05
Italia, Sirmione, Castello scaligero, Teilaussenansicht;Castello Scaligero in Sirmione, im Vordergrund mehrere Boote;45.4688494;10.6078237;Sirmione;lcmt-nabi-pctmp_ead_wehr_20489-B_pctmp.jpg;1911-05
Furka, Blick gegen Gotthard, Teilaussenansicht;Unten das Hotel Furkablick, dahinter das Bergpanorama, vorne ein Schneefeld;11.7829891;13.083551;Furka;lcmt-nabi-pctmp_ead_wehr_2049-B_pctmp.jpg;circa 1906
Italia, Sirmione, Grotte di Catullo, Teilansicht;Mauerreste der Grotte di Catullo bei Sirmione;45.4688494;10.6078237;Sirmione;lcmt-nabi-pctmp_ead_wehr_20491-B_pctmp.jpg;1911-05
Italia, Malcesine, Castello Scaligero, Gesamtaussenansicht;Blick von einer Anhöhe aus auf das Castello Scaligero in Malcesine;45.7643442;10.8100598;Malcesine;lcmt-nabi-pctmp_ead_wehr_20492-B_pctmp.jpg;1911-05
Italia, Malcesine, Castello Scaligero, Gesamtaussenansicht;Blick von einer Anhöhe aus auf das Castello Scaligero in Malcesine;45.7643442;10.8100598;Malcesine;lcmt-nabi-pctmp_ead_wehr_20493-B_pctmp.jpg;1911-05
Italia, Malcesine, Castello Scaligero, Gesamtaussenansicht;Blick vom Ufer des Lago di Garda aus auf das Castello Scaligero in Malcesine;45.7643442;10.8100598;Malcesine;lcmt-nabi-pctmp_ead_wehr_20494-B_pctmp.jpg;1911-05
Italia, Landschaft [Lokalisierung unsicher];Zypresse-Bäume neben einem ansteigenden Weg;;;Italien, [Lokalisierung unsicher];lcmt-nabi-pctmp_ead_wehr_20495-B_pctmp.jpg;1911-05
Italia, Como, Ortsteilansicht;Blick auf einen grossen Teil der Stadt Como vom Castel Baradello aus;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_20497-B_pctmp.jpg;1911-05
Italia, Como, Ortsteilansicht;Blick auf einen Teil der Stadt Como, rechts der Lago di Como;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_20498-B_pctmp.jpg;1911-05
Italia, Como, Piazza Cavour, Teilansicht;Piazza Cavour in Como;45.9394759;9.1494101;Como;lcmt-nabi-pctmp_ead_wehr_20499-B_pctmp.jpg;1911-05
