City;Breitengrad;Längengrad;Name;Beschreibung;firstBreitengrad;firstLängengrad;Exakte Koordinaten;Adresse;Datei;Periode;Quelle;Urheber:in;Referenz;;;
Colombier;46.9660545;6.8631243;Colombier (NE), Château, Teilansicht;Colombier NE. Schloss, Aussenansicht. Eingangspartie mit den zwei Rundtürmen. Aufnahme von ausserhalb des Baukomplexes (zu Bild Nr. 6710).;46.9698719;6.8587597;Nein;Colombier (NE);lcmt-nabi-pctmp_ead_zing_6709_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145130;;;
Colombier;46.9660545;6.8631243;Colombier (NE), Château, Teilansicht;Colombier NE. Schloss, Aussenansicht. Eingangspartie mit den zwei Rundtürmen, der Zufahrtsstrasse (zu Bild Nr. 6709).;46.9698719;6.8587597;Nein;Colombier (NE);lcmt-nabi-pctmp_ead_zing_6710_pctmp.jpg;circa 1930;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145184;;;
Bremgarten;47.3504869;8.3428308;Bremgarten (AG), Weissenbachhaus, Runder Saal, Teilinnenansicht;"Bremgarten AG. Haus Weissenbach, Innenansicht. Wandpartie im Wohnzimmer, mit Ofen; an der Decke feine Stuckaturen";47.3514557;8.3423906;Nein;Bremgarten AG;lcmt-nabi-pctmp_ead_zing_6711_pctmp.jpg;1929;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145242;;;
Bremgarten;47.3504869;8.3428308;Bremgarten (AG), Weissenbachhaus, Kacheleofen (sog. 'Küchlerofen), Gesamtansicht;Bremgarten AG. Haus Weissenbach. Alter Kachelofen mit bemalten Lisenen [Malerei von 1761 von Caspar Wolf];47.3514557;8.3423906;Nein;Bremgarten AG;lcmt-nabi-pctmp_ead_zing_6712_pctmp.jpg;1929;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145315;;;
Bremgarten;47.35109;8.34214;Bremgarten (AG), Weissenbachhaus, Teilausssenansicht, Eingangsportal;"Bremgarten AG. Haus Weissenbach (Nr. 48). Detail des Äusseren: Eingangsportal, mit Jahrzahl 1636; Attika-Aufsatz über dem Gesims die Jahrzahl 1760";47.3514557;8.3423906;Nein;Bremgarten AG;lcmt-nabi-pctmp_ead_zing_6713_pctmp.jpg;1929;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145365;;;
Cologny;46.21672;6.18041;Cologny, Château 'El Masr', Teilansicht;Cologny GE. Gotisierendes Schloss. Aussenansicht mit Park-Umfassungsmauer und Strasse: 'El Masr' erb. 1865.;46.2163962;6.1817613;Nein;Cologny;lcmt-nabi-pctmp_ead_zing_6714_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159976847;;;
Genève;46.20222;6.14569;Genève, Port, Ortsteilansicht;"Genève GE. Genferseelandschaft. Parkanlage und Hafen auf der Eaux-Vives-Seite; Blick gegen Norden";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6716_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979453;;;
Genève;46.198;6.14086;Genève, Plaine de Plainpalais, Ortsteilansicht;"Genève GE. Stadtbild. Plaine de Plainpalais; die rue Calame und rue Bertholoni, die Sacré-Coeur Kirche; hinten die Häuser auf der Rampe de la Treille über der Place Neuve";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6717_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979509;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;Genève GE. Stadtbild. Die Débarcadère Marchandises am Quai Gust. Ador über den See gegen Westen auf einige Häuserblocks am Quai Mont Blanc;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6718_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979528;;;
Genève;46.20222;6.14569;Genève, Palais Wilson, Teilaussenansicht;Genève GE. Stadtbild. Eine Strasse mit Park- und Gartenzäunen, dahinter das National-Hôtel;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6719_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979559;;;
Genève;46.20222;6.14569;Genève, Landschaft;Genève GE. Landschaft. Ein Gelände mit lauter Felsblöcken und Felswänden;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6720_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979597;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;"Genève GE. Stadtbild. Ein Chalet, umgeben von Gartensträuchern und Bäumen; rechts hinten eine Villa";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6721_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979636;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;Genève GE. Landschaft, Siedlung. Nette Zwei- und Einfamilienhäuser zwischen Gärten mit Ziersträuchern und Bäumen in ebenem Gelände;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6722_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979696;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;Frankreich. Landschaft, Siedlung. Wiesengelände bei und mit stattlichen Bauernhof und einer Gruppe von Laub- und Nadelbäumen;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6723_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979736;;;
Genève;;;Genève, La tour des Pitons, Gesamtansicht [Lokalisierung unsicher];Genève GE. Landschaft. Steilhang, bewaldet, mit Felskopf, auf dem eine Burgruine 'Tour des Pythons am Salève' (Frankreich) steht;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6724_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979801;;;
Genève;46.209993;6.1143047;Genève, Eglise orthodoxe russe, Gesamtaussenansicht;Genève GE. Stadtbild. Sakralbau. Die russische Kirche, Aussenansicht;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6725_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979869;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;Genève GE. Landschaft, Siedlung. Häusergruppen, Gärten, Wiese, Laubbäume;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6727_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979923;;;
Genève;46.22521;6.13875;Genève, Musée Ariana, Gesamtaussenansicht;Genève GE. Das Museum, Aussenansicht übereck, mit einem Teil des Parks;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6730_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979941;;;
Genève;46.20222;6.14569;Genève, Gebäude, Teilaussenansicht;"Genève GE. Familienhaus; Aussenansicht; durch die ganze Längsseite gezogene Holzlaube am Obergeschoss (zu Bild Nr. 6747)";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6731_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979967;;;
Genève;;;Genève, Teilaussenansicht eines Hauses [Lokalisierung unsicher];Schweiz. Wohnhaus. Hell, besonnt, gesehen zwischen Baumsilhouetten des Vordergrundes hindurch;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6733_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159979999;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;Genève GE. Landschaft. Gelände mit Gebäudegruppen übersät nach Südosten gegen den kleinen Salève;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6736_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980026;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;"Genève GE. Stadtbild. Ein Ausschnitt aus dem Häusermeer; rechts der Turmhelm der Kirche St. Gervais";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6737_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980047;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;"Genève GE. Stadtbild. Häusergruppe; im Vordergrund ein Chalet, davor eine eingezäunte Wiese";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6738_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980072;;;
Genève;46.20222;6.14569;Genève, Villa, Teilaussenansicht;"Schweiz. Herrschaftliche Villa; Aussenansicht, Hauptfassade Gartenseite";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6739_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980093;;;
Genève;46.20222;6.14569;Genève, Rues Basses, Ortsteilansicht;"Genève GE. Stadtbild. Häuserreihe an einer Strasse 'Rues Basses'mit Tramschienen; Fuhrwerk und Marktwaren am Strassenrand";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6740_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980125;;;
Genève;46.20222;6.14569;Genève, Café Restaurant du Parc des Bastions, Teilaussenansicht;Genève GE. Stadtbild. Parkpartie mit Gartenhaus südlich der Place Neuve, beim Ansatz der Rampe de la Treille;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6741_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980154;;;
Genève;46.20222;6.14569;Genève, Rue de Coutance, Teilansicht;"Genève GE. Stadtbild. Blick durch die rue de Coutance hinunter gegen den Pont de l'Ile und Südosten; Strassenmarkt";46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6742_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980193;;;
Genève;46.20222;6.14569;Porträt, Weibliche Person, Genève;Schweiz. Mensch, Arbeit. Eine Serviertochter in Gartenrestaurant, auf einem kleinen Tablett ein Getränk bringend;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6743_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980232;;;
Genève;46.20222;6.14569;Porträt, Weibliche Person, Genève;Schweiz. Mensch, Arbeit. Ein Zimmermädchen in Berufstenue, in Garten hinter einem Lehnstuhl stehend;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6744_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980279;;;
Genève;;;Genève, Ortsteilansicht [Lokalisierung unsicher];Genève GE. Vereinzelte Häuschen, Gärten, laubbaumwäldchen (zu Bild Nr. 6731);46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6747_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980315;;;
Vandoeuvres;46.22179;6.20285;Vandoeuvres, Ortsteilansicht;Vandoeuvres GE. Dofrfbild. Strasse, Häuser, Bäume Menschen im Dorfinnern;46.2214083;6.2024623;Nein;Vandoeuvres;lcmt-nabi-pctmp_ead_zing_6753_pctmp.jpg;circa 1880;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159976129;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;Genève GE. Stadtbild. Teilansich der Stadt mit der Rohne. Blick gegen Osten;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6754_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980359;;;
Genève;46.20222;6.14569;Genève, Ortsteilansicht;Genève GE. Stadtbild. Blick über den Englischen Garten hinweg nach Westen: gegen die Rousseau-Insel und die Häuserzeilen am rechten See- und Rohne-Ufer;46.2017559;6.1466014;Nein;Genève;lcmt-nabi-pctmp_ead_zing_6755_pctmp.jpg;circa 1890;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159980443;;;
Hombrechtikon;47.25298;8.77212;Feldbach, Landschaft;Hombrechtikon ZH. Landschaftliches Motiv beim Weiler Schirmensee. Weg, Bäume, Stadel. Rechts Seitenblick auf den Zürichsee gegen Rapperswil. Aufnahme um 1928.;47.2523354;8.7680277;Nein;Hombrechtikon;lcmt-nabi-pctmp_ead_zing_6756_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145519;;;
Hombrechtikon;47.25298;8.77212;Feldbach, Landschaft;Hombrechtikon ZH. Landschaft am oberen Zürichsee. Im Vordergrund links ein Weinberg-Gelände mit Haus. Blick gegen SO mit Rapperswil und dem obersten Zürichsee-Teil. Speer und Schänisberg. Aufnahme um 1928.;47.2523354;8.7680277;Nein;Hombrechtikon;lcmt-nabi-pctmp_ead_zing_6757_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145560;;;
Hombrechtikon;47.2584598;8.7785039;Hombrechtikon, Hürlimannhaus, Teilaussenansicht;Hombrechtikon ZH.? Bauernhof-Idylle. Traufseite mit grossem Vordach und einer gemauerten Freitreppe eines Riegelhauses. In loser Verbindung mit dem Haus ein Stall- und Oekonomiegebäude. Zwischen den beiden ein enges Gässchen;47.2523354;8.7680277;Nein;Hombrechtikon;lcmt-nabi-pctmp_ead_zing_6758_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159632679;;;
Feldbach;47.23964;8.78472;Feldbach, Landschaft;Feldbach ZH. Landschaft. Liebliches Ufergelände mit dem Höhenweg beim Weiler Schirmensee. Blick über den oberen Zürichsee hinweg nach SO gegen Rapperswil, den Speer und den Schäniserbaerg. Aufnahme 1890-1936.;47.5349186;7.2639794;Nein;Feldbach;lcmt-nabi-pctmp_ead_zing_6759_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145585;;;
Hombrechtikon;47.2575035;8.7665306;Hombrechtikon, Eglihaus, Gesamtaussenansicht;Hombrechtikon ZH. Dorfbild/Landschaft. Wiesen, Bäume, Riegel-Bauernhäuser. Bauernhaus Egli in Lautikon mit Umgebung. Ansicht von S.;47.2523354;8.7680277;Nein;Hombrechtikon;lcmt-nabi-pctmp_ead_zing_6760_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145618;;;
Greifensee;47.3649295;8.6769074;Greifensee, Kirche Greifensee, Gesamtaussenansicht;Greifensee ZH. Dorfbild. Sakralbau. Die Kirche mit angebautem Haus von der Hauptstrasse aus gesehen. Kirchenseite mit Eingängen und Ecktürmchen;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6761_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145656;;;
Greifensee;47.3649295;8.6769074;Greifensee, Kirche Greifensee, Gesamtaussenansicht;Greifensee ZH. Dorfbild. Die Kirche. Aussenansicht überdeckt. Die Schmalwand mit den beiden Eingängen, dem Ecktürmchen, rechte Seitenwand;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6762_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145824;;;
Greifensee;47.3650452;8.67561;Greifensee, Schloss Greifensee, Gesamtaussenansicht;Greifensee ZH. Dorfbild. Schloss, Bäume, Gärten beim Schloss;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6763_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161145861;;;
Greifensee;47.3650452;8.67561;Greifensee, Schloss Greifensee, Gesamtaussenansicht;Greifensee ZH. Dorfbild. Schloss. Die Hauptstrasse mit Gesamtansicht des Schlossses samt einigen Nabhbarhäusern;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6764_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161179248;;;
Greifensee;47.36717;8.68115;Greifensee, Gedenkstätte, Gesamtansicht;Greifensee ZH. Landschaft mit grossem Laubbaum (Linde? Ulme?) und dem Gedenkstein für die enthauptete Besatzung von Greifensee;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6765_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146034;;;
Greifensee;47.36717;8.68115;Greifensee, Gedenkstätte, Teilansicht;Greifensee ZH. Richtstätte. Gedenktafel mit den Namen der Enthaupteten der Besatzung von Greifensee;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6766_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159570949;;;
Greifensee;47.3650452;8.67561;Greifensee, Schloss Greifensee, Gesamtaussenansicht;Schweiz.;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6767_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159570993;;;
Greifensee;47.3649295;8.6769074;Greifensee, Kirche Greifensee, Teilinnenansicht;Greifensee ZH. Die Kirche. Innenansicht. Blick diagonal durch den Chor gaegen die Orgel. Gotisches Rippengewölbe;47.3662476;8.6786693;Nein;Greifensee;lcmt-nabi-pctmp_ead_zing_6768_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160471082;;;
Pfäffikon;49.7428903;8.1174012;Pfäffikon (ZH), Römerkastell, Teilaussenansicht;Pfäffikon ZH. Das Römerkastell bei Irgenhausen. Ansicht des grossen Mauertrakts von ausserhalb des Kastells;47.365582;8.7819841;Nein;Pfäffikon;lcmt-nabi-pctmp_ead_zing_6769_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160471539;;;
Pfäffikon;49.7428903;8.1174012;Pfäffikon (ZH), Römerkastell, Teilinnenansicht;Pfäffikon ZH. Das Römerkastell bei Irgenhausen. Diverse Mauernreste und die Grundrissmarkierung. Im Hintergrund der Pfäffikersee;47.365582;8.7819841;Nein;Pfäffikon;lcmt-nabi-pctmp_ead_zing_6770_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160471151;;;
Zürich;47.43141;8.49124;Zürich, Katzensee, Landschaft;Affoltern ZH. Landschaft mit Katzensee im Mittelgrund, der Vordergrund ist beherrscht durch eine einzeln stehende Föhre. Aufnahme 1890-1936.;47.3744489;8.5410422;Nein;Zürich;lcmt-nabi-pctmp_ead_zing_6771_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159968357;;;
Zürich;47.43141;8.49124;Zürich, Katzensee, Landschaft;Affoltern ZH? Landschaft mit Katzensee, bewaldete Uferpartien;47.3744489;8.5410422;Nein;Zürich;lcmt-nabi-pctmp_ead_zing_6772_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159661093;;;
Fällanden;51.55;10.8667;Fällanden, Sägemühle, Teilansicht;Fällanden ZH. Sägemühle. Teil. Aussenansicht mit dem Wasserrad. Aufnahme um 1914?;47.3713238;8.6388635;Nein;Fällanden;lcmt-nabi-pctmp_ead_zing_6773_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160471238;;;
Fällanden;47.37169;8.63869;Fällanden, Sägemühle, Teilansicht;Fällanden ZH. Sägemühle am Fällandertobel (zu Bild Nr. 6773). Teil-Aussenansicht von oben-seitlich: das Wasserrad. Aufnahme um 1914?;47.3713238;8.6388635;Nein;Fällanden;lcmt-nabi-pctmp_ead_zing_6774_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160471323;;;
Fällanden;47.37169;8.63869;Fällanden, Sägewerk der Mühle, Teilinnenansicht;Fällanden ZH. Sägemühle am Fällandertobel. Innenansicht. Aufnahme um 1914?;47.3713238;8.6388635;Nein;Fällanden;lcmt-nabi-pctmp_ead_zing_6775_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160470894;;;
Fällanden;47.37169;8.63869;Fällanden, Sägewerk der Mühle, Teilinnenansicht;Fällanden ZH. Sägemühle am Fällandertobel. Innenansicht. Aufnahme um 1914?;47.3713238;8.6388635;Nein;Fällanden;lcmt-nabi-pctmp_ead_zing_6776_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160471014;;;
Zürich;47.36667;8.55;Zürich, Park Zum Sonnenbühl, Teilansicht;Zürich ZH. Naturkatastrophe. Eine vom Biltzschlag zerschmetterte Edeltanne im Park von Vogel-Fierz;47.3744489;8.5410422;Nein;Zürich;lcmt-nabi-pctmp_ead_zing_6777_pctmp.jpg;1929;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146080;;;
Zürich;47.36667;8.55;Zürich, Park Zum Sonnenbühl, Teilansicht;Zürich ZH. Naturkatastrophe. (Zu Bild Nr. 6777). Eine vom Biltzschlag zerschmetterte Edeltanne im Park von Vogel-Fierz;47.3744489;8.5410422;Nein;Zürich;lcmt-nabi-pctmp_ead_zing_6778_pctmp.jpg;1929;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146126;;;
Nussbaumen;47.62514;8.82803;Nussbaumen, Burgruine Helfenberg, Teilansicht;Hüttwilen TG. Nussbaumen. Burgruine Helfenberg. Ansicht mit nächste landschaftlilcher Umgebung.;47.6259119;8.8289852;Nein;Nussbaumen TG;lcmt-nabi-pctmp_ead_zing_6779_pctmp.jpg;circa 1914;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M160471475;;;
Oberstammheim;47.63244;8.79963;Oberstammheim, Ortsteilansicht;Oberstammheim ZH. Dorfbild. Platz und Gasse mit anliegenden Bauern- und Bürgerhäusern, darunter drei Riegelhäusern, im Vordergrund Gasthaus Hirschen;47.6317749;8.7986032;Nein;Oberstammheim;lcmt-nabi-pctmp_ead_zing_6780_pctmp.jpg;1890-1936;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M159636218;;;
Regensberg;47.48295;8.43791;Regensberg, Ortsteilansicht;Regensberg ZH. Dorfbild. Blick über die Hauptgasse von Osten gegen Westen zum Rundturm;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6781_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146177;;;
Regensberg;47.1970122;8.8551624;Regensberg, Schulhausbrunnen, Gesamtansicht;Regensberg ZH. Schulhausbrunnen an einer Stützmauer im untern westlichen Dorfteil (Unterburg), mit monumentalem, wappengeschmückten Aufsatz;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6782_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146235;;;
Oberstammheim;47.63244;8.79963;Oberstammheim, Ortsteilansicht;Oberstammheim ZH. Dielsdorf? Dorfbild. Die Hauptstrasse mit den anliegenden Häusern, innerorts. Links vorne ein nettes Riegelhaus (Bauernhaus), Blick gegen Osten.;47.6317749;8.7986032;Nein;Oberstammheim;lcmt-nabi-pctmp_ead_zing_6783_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146285;;;
Waltalingen;47.64413;8.76876;Waltalingen, Schloss Girsberg, Gesamtansicht;Waltalingen ZH. Landschaft und Siedelung mit Schloss Girsberg. Ansicht von Nordwesten. Aufnahme 1928?;47.6219604;8.7790569;Nein;Waltalingen;lcmt-nabi-pctmp_ead_zing_6784_pctmp.jpg;circa 1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146381;;;
Regensberg;47.39556;7.81388;Regensberg, Oberburg, Teilansicht;Regensberg ZH. Dorfbild in der Oberbrug. Blick vom Vorplatz der Kirche der nördlichen Häuserreihe entlang gegen Osten;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6785_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146401;;;
Regensberg;47.39556;7.81388;Regensberg, Oberburg, Teilaussenansicht;Regensberg ZH. Dorfbild. Häusergruppe des Nordrandes, aus dem Dorfinnern, von Südosten her gesehen. Links Seitenblick gegen Westen auf den Rundturm und das Kirchlein;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6786_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146525;;;
Regensberg;47.48295;8.43791;Regensberg, Ortsteilansicht;Regensberg ZH. Landschaft und Siedlung. Ansicht des Städtchens mit einem Teil seiner Umgebung von Südwesten. Im Vordergrund eine weite Wiesenfläche mit Obstbäumen;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6787_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146591;;;
Regensberg;47.48295;8.43791;Regensberg, Ortsteilansicht;Regensberg ZH. Landschaft und Siedlung. Ansicht des Städtchens mitsamt dem südlichen Abhange von Süden. Im Vordergrund ein Wiesenrain mit Büschen;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6788_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146650;;;
Regensberg;47.48295;8.43791;Regensberg, Ortsteilansicht;Regensberg ZH. Landschaft und Siedlung. Fernansicht des Städtchens von Südwesten, über ein Wiesengelände mit Obstbäumen hinweg;47.4827643;8.4374038;Nein;Regensberg;lcmt-nabi-pctmp_ead_zing_6789_pctmp.jpg;1928;helveticarchives.org;Rudolf Zinggeler;https://commons.wikimedia.org/entity/M161146738;;;
