Titel,Beschreibung,Breitengrad,Längengrad,Exakte Koordinaten,Adresse,Datei,Periode,Beschreibung.1,Quelle,Urheber:in,Referenz,Title,Description,Periode,Urheber,Technik,Country,Region,City,Lat,Lon,Coord-Quality-Score,Fallback,Ext-Calls,Deviation_km,Map
"Sur, Holzbrücke, Gesamtansicht","Sur GR. Furnatsch. Landschaftsmotiv mit der Julia-Schlucht und gedeckter Holzbrücke, dahinter waldbestandener Hügel mit Burgruine Splüdatsch. Bilick talaufwärts",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11642_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345374,"Sur, Holzbrücke, Gesamtansicht","Sur GR. Furnatsch. Landschaftsmotiv mit der Julia-Schlucht und gedeckter Holzbrücke, dahinter waldbestandener Hügel mit Burgruine Splüdatsch. Bilick talaufwärts",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft",Sur GR. Furnatsch. Landschaft mit Strassenpartie in Schlucht oberhalb Mühlen. Blick talabwärts,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11643_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345422,"Sur, Landschaft",Sur GR. Furnatsch. Landschaft mit Strassenpartie in Schlucht oberhalb Mühlen. Blick talabwärts,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft",Sur GR. Landschaft. Die Oberhalbsteiner Talstrasse in schluchtartiger Partie oberhalb Mühlen. Eine Viehherde auf dem Wege zur Alp,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11644_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345471,"Sur, Landschaft",Sur GR. Landschaft. Die Oberhalbsteiner Talstrasse in schluchtartiger Partie oberhalb Mühlen. Eine Viehherde auf dem Wege zur Alp,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft","Mulegns/Mühlen GR. Landschaftsmotiv mit Schlucht, Talstrasse, Viehherde",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11645_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345522,"Sur, Landschaft","Mulegns/Mühlen GR. Landschaftsmotiv mit Schlucht, Talstrasse, Viehherde",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft","Sur GR. Landschaftsmotiv mit Schlucht, Talstrasse, Viehherde",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11646_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345561,"Sur, Landschaft","Sur GR. Landschaftsmotiv mit Schlucht, Talstrasse, Viehherde",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Mulegns, Val da Faller, Landschaft","Mulegns/Mühlen GR. Landschaft. Freies, flaches Weidegelände am Eingang ins Val Fallér. Im Vordergrund ein Steinblock, darauf zwei Hirten, daneben weidende Rinder",46.5240626,9.6209895,Nein,Mulegns,lcmt-nabi-pctmp_ead_zing_11647_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345598,"Mulegns, Val da Faller, Landschaft","Mulegns/Mühlen GR. Landschaft. Freies, flaches Weidegelände am Eingang ins Val Fallér. Im Vordergrund ein Steinblock, darauf zwei Hirten, daneben weidende Rinder",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Mulegns,46.5160942,9.6013214,4,False,1,1.75,https://www.openstreetmap.org/?mlat=46.5160942&mlon=9.6013214&zoom=14
"Mulegns, Val da Faller, Landschaft","Mulegns/Mühlen GR. Landschaft. Freies, flaches Weidegelände am Eingang ins Val Fallér. Im Vordergrund ein Steinblock, darauf zwei Hirten, daneben weidende Rinder",46.5240626,9.6209895,Nein,Mulegns,lcmt-nabi-pctmp_ead_zing_11648_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345652,"Mulegns, Val da Faller, Landschaft","Mulegns/Mühlen GR. Landschaft. Freies, flaches Weidegelände am Eingang ins Val Fallér. Im Vordergrund ein Steinblock, darauf zwei Hirten, daneben weidende Rinder",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Mulegns,46.5160942,9.6013214,4,False,1,1.75,https://www.openstreetmap.org/?mlat=46.5160942&mlon=9.6013214&zoom=14
"Mulegns/Mühlen, Val da Faller, Plaz, Landschaft","Mulegns/Mühlen GR. Landschaft. Liebliches Allmendgelände mit Bildstock auf Felsblock. Weidende Rinder. Im Mittelgrund ein waldiger Berghang, hinten der Piz Platta. Am Eingang ins Val Falllér.",46.5240626,9.6209895,Nein,Mulegns,lcmt-nabi-pctmp_ead_zing_11649_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345720,"Mulegns/Mühlen, Val da Faller, Plaz, Landschaft","Mulegns/Mühlen GR. Landschaft. Liebliches Allmendgelände mit Bildstock auf Felsblock. Weidende Rinder. Im Mittelgrund ein waldiger Berghang, hinten der Piz Platta. Am Eingang ins Val Falllér.",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Mulegns,46.5160942,9.6013214,4,False,1,1.75,https://www.openstreetmap.org/?mlat=46.5160942&mlon=9.6013214&zoom=14
"Mulegns/Mühlen, Val da Faller, Plaz, Landschaft",Mulegns/Mühlen GR. Landschaftsmotiv. Freies Allmendgelände mit sich hindurchschlängelndem Alpweg und Bildstock. Rinder am Eingang ins Val Fallér. Hinten der Piz Platta.,46.5240626,9.6209895,Nein,Mulegns,lcmt-nabi-pctmp_ead_zing_11650_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345769,"Mulegns/Mühlen, Val da Faller, Plaz, Landschaft",Mulegns/Mühlen GR. Landschaftsmotiv. Freies Allmendgelände mit sich hindurchschlängelndem Alpweg und Bildstock. Rinder am Eingang ins Val Fallér. Hinten der Piz Platta.,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Mulegns,46.5160942,9.6013214,4,False,1,1.75,https://www.openstreetmap.org/?mlat=46.5160942&mlon=9.6013214&zoom=14
"Mulegns/Mühlen, Val da Faller, Plaz, Ortsteilansicht und Landschaft",Mulegns/Mühlen GR. Landschaftsidylle mit Bildstock und weidenden Rindern auf Allmendgelände am Eingang ins Val Fallér.,46.5240626,9.6209895,Nein,Mulegns,lcmt-nabi-pctmp_ead_zing_11651_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345820,"Mulegns/Mühlen, Val da Faller, Plaz, Ortsteilansicht",Mulegns/Mühlen GR. Landschaftsidylle mit Bildstock und weidenden Rindern auf Allmendgelände am Eingang ins Val Fallér.,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Mulegns,46.5160942,9.6013214,4,False,1,1.75,https://www.openstreetmap.org/?mlat=46.5160942&mlon=9.6013214&zoom=14
"Sur, Ortschaft, Ortsteilansicht","Sur GR. Landschaft des Oberhalbsteins. Fernansicht des dorfes Sur inmitten seiner Umgebung von Westen vom Tgernet aus, links Talseite)",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11652_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345870,"Sur, Ortschaft, Ortsteilansicht","Sur GR. Landschaft des Oberhalbsteins. Fernansicht des dorfes Sur inmitten seiner Umgebung von Westen vom Tgernet aus, links Talseite)",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsteilansicht","Sur GR. Landschaftsbild des Oberhalbsteins mit Fernansicht des Dorfes Sur mit seiner Umgebung, von einem Abhang der linken Talseite aus: von Westen",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11653_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345919,"Sur, Ortschaft, Ortsteilansicht","Sur GR. Landschaftsbild des Oberhalbsteins mit Fernansicht des Dorfes Sur mit seiner Umgebung, von einem Abhang der linken Talseite aus: von Westen",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsgesamtansicht",Sur GR. Landschaft. Fernansicht des dorfes Sur mit seiner Umgebung von Westen (Durchblick zwischen zwei Tannensilhouetten im Vordergrund,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11654_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162345988,"Sur, Ortschaft, Ortsgesamtansicht",Sur GR. Landschaft. Fernansicht des dorfes Sur mit seiner Umgebung von Westen (Durchblick zwischen zwei Tannensilhouetten im Vordergrund,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsgesamtansicht",Sur GR. Landschaft. Das Dorf Sur mit seiner Umgebung von der linken Talseite (von Westen) aus gesehen,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11655_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346044,"Sur, Ortschaft, Ortsgesamtansicht",Sur GR. Landschaft. Das Dorf Sur mit seiner Umgebung von der linken Talseite (von Westen) aus gesehen,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft","Sur GR. Landschaft und Tier. Steilhang mit Felswand, unter welcher ein Schafpferch voller Schafe liegt. Blick gegen das Val Fallér",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11656_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346093,"Sur, Landschaft","Sur GR. Landschaft und Tier. Steilhang mit Felswand, unter welcher ein Schafpferch voller Schafe liegt. Blick gegen das Val Fallér",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsteilansicht",Sur GR. Dorfbild. Blick vom obern Dorfrand durch ein Gässchen dorfabwärts gegen den Kirchturm und hinüber auf die linke Talseite mit dem Tgernet (Blickrichtung: Westen),33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11657_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346137,"Sur, Ortschaft, Ortsteilansicht",Sur GR. Dorfbild. Blick vom obern Dorfrand durch ein Gässchen dorfabwärts gegen den Kirchturm und hinüber auf die linke Talseite mit dem Tgernet (Blickrichtung: Westen),1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Teilansicht des Dorfes Sur (Vordergrund) mit seiner nächsten Umgebung. Blick nach Süden: talaufwärts,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11658_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346179,"Sur, Ortschaft, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Teilansicht des Dorfes Sur (Vordergrund) mit seiner nächsten Umgebung. Blick nach Süden: talaufwärts,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsteilansicht",Sur GR. Dorfbild. Eine Gruppe Bauernhäuser im obern Dorfteil von Norden gesehen. Im Hintergrund Waldhänge und -hügel,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11659_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346332,"Sur, Ortschaft, Ortsteilansicht",Sur GR. Dorfbild. Eine Gruppe Bauernhäuser im obern Dorfteil von Norden gesehen. Im Hintergrund Waldhänge und -hügel,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortsteilansicht","Sur GR. Dorfbild, Landschaft. Eine Gruppe alter Ställe und Bauernhäuser, dahinter bewaldete Hänge. Blick gegen Süden",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11660_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346374,"Sur, Ortschaft, Ortsteilansicht","Sur GR. Dorfbild, Landschaft. Eine Gruppe alter Ställe und Bauernhäuser, dahinter bewaldete Hänge. Blick gegen Süden",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsteilansicht","Sur GR. Landschaft und Siedlung. Blick von einem Punkte nordöstlich über dem Dorf Sur aus gegen Südwesten nach dem Piz Scalottas. Zu Füssen das Dorf, dahinter bewaldete Hügel und Hänge",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11661_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162735383,"Sur, Ortschaft, Ortsteilansicht","Sur GR. Landschaft und Siedlung. Blick von einem Punkte nordöstlich über dem Dorf Sur aus gegen Südwesten nach dem Piz Scalottas. Zu Füssen das Dorf, dahinter bewaldete Hügel und Hänge",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Sägewerk, Teilaussenansicht","Sur GR. Dorfbild. Die Mühle am Dorfbach und das Wasserspiel auf dem Mühlrad, von unten gesehen",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11662_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346471,"Sur, Sägewerk, Teilaussenansicht","Sur GR. Dorfbild. Die Mühle am Dorfbach und das Wasserspiel auf dem Mühlrad, von unten gesehen",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Teilansicht des Dorfes von einem höher gelegenen Punkte aus. Blick gegen Westen nach dem Eingang ins Val Fallér und dem Tschernet,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11663_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346553,"Sur, Ortschaft, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Teilansicht des Dorfes von einem höher gelegenen Punkte aus. Blick gegen Westen nach dem Eingang ins Val Fallér und dem Tschernet,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortschaft, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Blick von einem hochgelgenen Punkt über dem Dorfe Sur aus in nordwestlicher Richtung auf das Dorf Mühlen und den Eingang ins Val Fallér hinunter und an die Hänge der andern Talseite hinüber,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11664_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346647,"Sur, Ortschaft, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Blick von einem hochgelgenen Punkt über dem Dorfe Sur aus in nordwestlicher Richtung auf das Dorf Mühlen und den Eingang ins Val Fallér hinunter und an die Hänge der andern Talseite hinüber,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft",Sur GR. Landschaft und Tier. Eine Gruppe Ziegen auf dem Maiensäss Flix,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11665_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346737,"Sur, Landschaft",Sur GR. Landschaft und Tier. Eine Gruppe Ziegen auf dem Maiensäss Flix,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft",Sur GR. Tierleben in freier Natur. Einige Ziegen auf dem Maiensäss Flix. Ein Ziegenbock mit vier Hörnern,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11666_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346795,"Sur, Landschaft",Sur GR. Tierleben in freier Natur. Einige Ziegen auf dem Maiensäss Flix. Ein Ziegenbock mit vier Hörnern,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Maiensässhütten zerstreut in weitem Wiesen- und Allmendgelände von Flix. Eine Ziegenherde unterwegs,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11667_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346845,"Sur, Ortsteilansicht",Sur GR. Landschaft und Siedlung. Maiensässhütten zerstreut in weitem Wiesen- und Allmendgelände von Flix. Eine Ziegenherde unterwegs,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Landschaft",Sur GR. Tiere. Vierhörniger Ziegenbock auf Flix,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11668_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346883,"Sur, Landschaft",Sur GR. Tiere. Vierhörniger Ziegenbock auf Flix,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Maiensäss, Teilansicht","Sur GR. Landschaft, Maiensäss. Hütten und Alpweiden, weites Gelände, Fahrweg, Ziegenherde",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11669_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346923,"Sur, Maiensäss, Teilansicht","Sur GR. Landschaft, Maiensäss. Hütten und Alpweiden, weites Gelände, Fahrweg, Ziegenherde",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Maiensäss, Teilansicht",Sur GR. Landschaft und Siedlung. Haus und einige Ställe. Fahrweg. Ziegenherde auf dem Maiensäss Flix,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11670_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162346966,"Sur, Maiensäss, Teilansicht",Sur GR. Landschaft und Siedlung. Haus und einige Ställe. Fahrweg. Ziegenherde auf dem Maiensäss Flix,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee auf Flix,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11671_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162347010,"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee auf Flix,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee und Waldkulisse auf Flix. Blick gegen Südwesten nach dem Piz Platta,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11672_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162347056,"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee und Waldkulisse auf Flix. Blick gegen Südwesten nach dem Piz Platta,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Bergsee, Teilansicht","Sur GR. Landschaft. Alpgelände mit Bergsee, Weidefläche und Waldkulisse auf Flix. Blick gegen Südwesten nach dem Piz Platta",33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11673_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162347109,"Sur, Bergsee, Teilansicht","Sur GR. Landschaft. Alpgelände mit Bergsee, Weidefläche und Waldkulisse auf Flix. Blick gegen Südwesten nach dem Piz Platta",1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee. Blick gegen Südosten auf den Piz Nair und seine Kette,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11674_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162347162,"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee. Blick gegen Südosten auf den Piz Nair und seine Kette,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee und Waldkulisse am jenseitigen Ufer. Im Hintgrund Gebirgsmassiv,33.2721211,35.1964023,Nein,Sur,lcmt-nabi-pctmp_ead_zing_11675_pctmp.jpg,circa 1910,,helveticarchives.ch,Rudolf Zinggeler,https://commons.wikimedia.org/entity/M162347217,"Sur, Bergsee, Teilansicht",Sur GR. Landschaft. Alpgelände mit Bergsee und Waldkulisse am jenseitigen Ufer. Im Hintgrund Gebirgsmassiv,1910,Rudolf Zinggeler,,Switzerland,Kanton Graubünden,Sur,46.57032,9.36586,3,True,0,2633.79,https://www.openstreetmap.org/?mlat=46.57032&mlon=9.36586&zoom=14
